accuracy_comitee;accuracy_des;accuracy_elgamal;accuracy_rsa;cm_comitee;cm_des;cm_elgamal;cm_rsa;selected_metrics;time;train_size
1.0;1.0;1.0;0.9333333333333332;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[36  4]
 [ 0 20]]";{'Cosseno': 16, 'Euclidian': 16};20/10/2020 18:56:16;10.0
1.0;1.0;1.0;0.95;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Euclidian': 16};20/10/2020 18:56:35;15.0
1.0;1.0;1.0;0.95;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Euclidian': 16};20/10/2020 18:56:56;20.0
1.0;1.0;1.0;0.95;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Euclidian': 16};20/10/2020 18:57:16;25.0
1.0;1.0;1.0;0.95;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Euclidian': 16};20/10/2020 18:57:36;30.0
1.0;1.0;1.0;0.95;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Euclidian': 16};20/10/2020 18:57:56;35.0
1.0;1.0;1.0;0.95;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Euclidian': 16};20/10/2020 18:58:18;40.0
1.0;1.0;1.0;0.95;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Euclidian': 16};20/10/2020 18:58:39;45.0
1.0;1.0;1.0;0.95;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Euclidian': 16};20/10/2020 18:59:02;50.0
1.0;1.0;1.0;0.95;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Euclidian': 16};20/10/2020 18:59:25;55.0
1.0;1.0;1.0;0.95;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Euclidian': 16};20/10/2020 18:59:48;60.0
1.0;1.0;1.0;0.95;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Euclidian': 16};20/10/2020 19:00:11;65.0
1.0;1.0;1.0;0.95;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Euclidian': 16};20/10/2020 19:00:35;70.0
1.0;1.0;1.0;0.95;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Euclidian': 16};20/10/2020 19:00:59;75.0
1.0;1.0;1.0;0.95;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Euclidian': 16};20/10/2020 19:01:24;80.0
1.0;1.0;0.9833333333333332;0.9166666666666666;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 1 19]]";"[[35  5]
 [ 0 20]]";{'Cosseno': 16, 'Manhattan': 16};20/10/2020 19:01:44;5.0
1.0;1.0;1.0;0.95;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Manhattan': 16};20/10/2020 19:02:05;10.0
1.0;1.0;1.0;0.95;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Manhattan': 16};20/10/2020 19:02:27;15.0
1.0;1.0;1.0;0.95;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Manhattan': 16};20/10/2020 19:02:48;20.0
1.0;1.0;1.0;0.95;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Manhattan': 16};20/10/2020 19:03:09;25.0
1.0;1.0;1.0;0.95;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Manhattan': 16};20/10/2020 19:03:30;30.0
1.0;1.0;1.0;0.95;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Manhattan': 16};20/10/2020 19:03:50;35.0
1.0;1.0;1.0;0.95;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Manhattan': 16};20/10/2020 19:04:12;40.0
1.0;1.0;1.0;0.95;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Manhattan': 16};20/10/2020 19:04:33;45.0
1.0;1.0;1.0;0.95;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Manhattan': 16};20/10/2020 19:04:56;50.0
1.0;1.0;1.0;0.95;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Manhattan': 16};20/10/2020 19:05:21;55.0
1.0;1.0;1.0;0.95;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Manhattan': 16};20/10/2020 19:05:45;60.0
1.0;1.0;1.0;0.9333333333333332;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[36  4]
 [ 0 20]]";{'Cosseno': 16, 'Manhattan': 16};20/10/2020 19:06:07;65.0
1.0;1.0;1.0;0.9333333333333332;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[36  4]
 [ 0 20]]";{'Cosseno': 16, 'Manhattan': 16};20/10/2020 19:06:30;70.0
1.0;1.0;1.0;0.9333333333333332;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[36  4]
 [ 0 20]]";{'Cosseno': 16, 'Manhattan': 16};20/10/2020 19:06:53;75.0
1.0;1.0;1.0;0.9333333333333332;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[36  4]
 [ 0 20]]";{'Cosseno': 16, 'Manhattan': 16};20/10/2020 19:07:17;80.0
1.0;1.0;1.0;0.6;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[26 14]
 [10 10]]";{'Simple-Matching': 16, 'Dice': 16};20/10/2020 19:07:38;5.0
1.0;1.0;1.0;0.6833333333333333;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[29 11]
 [ 8 12]]";{'Simple-Matching': 16, 'Dice': 16};20/10/2020 19:08:03;10.0
1.0;1.0;1.0;0.7166666666666667;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[28 12]
 [ 5 15]]";{'Simple-Matching': 16, 'Dice': 16};20/10/2020 19:08:26;15.0
1.0;1.0;1.0;0.75;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[32  8]
 [ 7 13]]";{'Simple-Matching': 16, 'Dice': 16};20/10/2020 19:08:51;20.0
1.0;1.0;1.0;0.7333333333333333;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[34  6]
 [10 10]]";{'Simple-Matching': 16, 'Dice': 16};20/10/2020 19:09:18;25.0
1.0;1.0;1.0;0.7666666666666667;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[32  8]
 [ 6 14]]";{'Simple-Matching': 16, 'Dice': 16};20/10/2020 19:09:45;30.0
1.0;1.0;1.0;0.7333333333333333;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[35  5]
 [11  9]]";{'Simple-Matching': 16, 'Dice': 16};20/10/2020 19:10:14;35.0
1.0;1.0;1.0;0.7;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[32  8]
 [10 10]]";{'Simple-Matching': 16, 'Dice': 16};20/10/2020 19:10:39;40.0
1.0;1.0;1.0;0.7;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[27 13]
 [ 5 15]]";{'Simple-Matching': 16, 'Dice': 16};20/10/2020 19:11:03;45.0
1.0;1.0;1.0;0.7166666666666667;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[26 14]
 [ 3 17]]";{'Simple-Matching': 16, 'Dice': 16};20/10/2020 19:11:30;50.0
1.0;1.0;1.0;0.7;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[26 14]
 [ 4 16]]";{'Simple-Matching': 16, 'Dice': 16};20/10/2020 19:12:01;55.0
1.0;1.0;1.0;0.7166666666666667;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[27 13]
 [ 4 16]]";{'Simple-Matching': 16, 'Dice': 16};20/10/2020 19:12:32;60.0
1.0;1.0;1.0;0.7;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[26 14]
 [ 4 16]]";{'Simple-Matching': 16, 'Dice': 16};20/10/2020 19:12:59;65.0
1.0;1.0;1.0;0.75;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[29 11]
 [ 4 16]]";{'Simple-Matching': 16, 'Dice': 16};20/10/2020 19:13:26;70.0
1.0;1.0;1.0;0.7166666666666667;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[28 12]
 [ 5 15]]";{'Simple-Matching': 16, 'Dice': 16};20/10/2020 19:13:54;75.0
1.0;1.0;1.0;0.7;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[28 12]
 [ 6 14]]";{'Simple-Matching': 16, 'Dice': 16};20/10/2020 19:14:22;80.0
1.0;1.0;1.0;0.6;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[26 14]
 [10 10]]";{'Simple-Matching': 16, 'Jaccard': 16};20/10/2020 19:14:45;5.0
1.0;1.0;1.0;0.7;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[29 11]
 [ 7 13]]";{'Simple-Matching': 16, 'Jaccard': 16};20/10/2020 19:15:10;10.0
1.0;1.0;1.0;0.7166666666666667;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[28 12]
 [ 5 15]]";{'Simple-Matching': 16, 'Jaccard': 16};20/10/2020 19:15:36;15.0
1.0;1.0;1.0;0.7833333333333333;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[34  6]
 [ 7 13]]";{'Simple-Matching': 16, 'Jaccard': 16};20/10/2020 19:16:02;20.0
1.0;1.0;1.0;0.7666666666666667;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[34  6]
 [ 8 12]]";{'Simple-Matching': 16, 'Jaccard': 16};20/10/2020 19:16:28;25.0
1.0;1.0;1.0;0.7666666666666667;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[32  8]
 [ 6 14]]";{'Simple-Matching': 16, 'Jaccard': 16};20/10/2020 19:16:56;30.0
1.0;1.0;1.0;0.75;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[36  4]
 [11  9]]";{'Simple-Matching': 16, 'Jaccard': 16};20/10/2020 19:17:21;35.0
1.0;1.0;1.0;0.7166666666666667;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[33  7]
 [10 10]]";{'Simple-Matching': 16, 'Jaccard': 16};20/10/2020 19:17:46;40.0
1.0;1.0;1.0;0.7;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[27 13]
 [ 5 15]]";{'Simple-Matching': 16, 'Jaccard': 16};20/10/2020 19:18:13;45.0
1.0;1.0;1.0;0.7166666666666667;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[26 14]
 [ 3 17]]";{'Simple-Matching': 16, 'Jaccard': 16};20/10/2020 19:18:41;50.0
1.0;1.0;1.0;0.7;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[26 14]
 [ 4 16]]";{'Simple-Matching': 16, 'Jaccard': 16};20/10/2020 19:19:10;55.0
1.0;1.0;1.0;0.7166666666666667;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[27 13]
 [ 4 16]]";{'Simple-Matching': 16, 'Jaccard': 16};20/10/2020 19:19:36;60.0
1.0;1.0;1.0;0.7333333333333333;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[28 12]
 [ 4 16]]";{'Simple-Matching': 16, 'Jaccard': 16};20/10/2020 19:20:01;65.0
1.0;1.0;1.0;0.75;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[29 11]
 [ 4 16]]";{'Simple-Matching': 16, 'Jaccard': 16};20/10/2020 19:20:27;70.0
1.0;1.0;1.0;0.7333333333333333;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[28 12]
 [ 4 16]]";{'Simple-Matching': 16, 'Jaccard': 16};20/10/2020 19:20:51;75.0
1.0;1.0;1.0;0.7;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[28 12]
 [ 6 14]]";{'Simple-Matching': 16, 'Jaccard': 16};20/10/2020 19:21:15;80.0
1.0;1.0;1.0;0.6;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[28 12]
 [12  8]]";{'Simple-Matching': 16, 'Euclidian': 16};20/10/2020 19:21:36;5.0
1.0;1.0;1.0;0.6333333333333333;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[26 14]
 [ 8 12]]";{'Simple-Matching': 16, 'Euclidian': 16};20/10/2020 19:21:59;10.0
1.0;1.0;1.0;0.6666666666666666;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[26 14]
 [ 6 14]]";{'Simple-Matching': 16, 'Euclidian': 16};20/10/2020 19:22:22;15.0
1.0;1.0;1.0;0.75;"[[120   0]
 [  0  60]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[32  8]
 [ 7 13]]";{'Simple-Matching': 16, 'Euclidian': 16};20/10/2020 19:22:51;20.0
0.8666666666666667;1.0;1.0;0.6833333333333333;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 8  0 12  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[29 11]
 [ 8 12]]";{'Cosseno': 16, 'Simple-Matching': 16};20/10/2020 19:28:05;10.0
0.8833333333333333;1.0;1.0;0.7833333333333333;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 7  0 13  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[34  6]
 [ 7 13]]";{'Cosseno': 16, 'Simple-Matching': 16};20/10/2020 19:28:27;20.0
0.9;1.0;1.0;0.7666666666666667;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 6  0 14  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[32  8]
 [ 6 14]]";{'Cosseno': 16, 'Simple-Matching': 16};20/10/2020 19:28:52;30.0
0.8333333333333334;1.0;1.0;0.7166666666666667;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [10  0 10  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[33  7]
 [10 10]]";{'Cosseno': 16, 'Simple-Matching': 16};20/10/2020 19:29:16;40.0
0.95;1.0;1.0;0.7166666666666667;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 3  0 17  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[26 14]
 [ 3 17]]";{'Cosseno': 16, 'Simple-Matching': 16};20/10/2020 19:29:40;50.0
0.9333333333333332;1.0;1.0;0.7166666666666667;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 4  0 16  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[27 13]
 [ 4 16]]";{'Cosseno': 16, 'Simple-Matching': 16};20/10/2020 19:30:10;60.0
0.9333333333333332;1.0;1.0;0.75;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 4  0 16  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[29 11]
 [ 4 16]]";{'Cosseno': 16, 'Simple-Matching': 16};20/10/2020 19:30:39;70.0
0.9;1.0;1.0;0.7;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 6  0 14  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[28 12]
 [ 6 14]]";{'Cosseno': 16, 'Simple-Matching': 16};20/10/2020 19:31:05;80.0
1.0;1.0;1.0;0.9333333333333332;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[36  4]
 [ 0 20]]";{'Cosseno': 16, 'Dice': 16};20/10/2020 19:31:33;10.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Dice': 16};20/10/2020 19:31:59;20.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Dice': 16};20/10/2020 19:32:23;30.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Dice': 16};20/10/2020 19:32:50;40.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Dice': 16};20/10/2020 19:33:12;50.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Dice': 16};20/10/2020 19:33:34;60.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Dice': 16};20/10/2020 19:33:58;70.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Dice': 16};20/10/2020 19:34:26;80.0
1.0;1.0;1.0;0.9333333333333332;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[36  4]
 [ 0 20]]";{'Cosseno': 16, 'Jaccard': 16};20/10/2020 19:34:49;10.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Jaccard': 16};20/10/2020 19:35:12;20.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Jaccard': 16};20/10/2020 19:35:35;30.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Jaccard': 16};20/10/2020 19:35:59;40.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Jaccard': 16};20/10/2020 19:36:24;50.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Jaccard': 16};20/10/2020 19:36:49;60.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Jaccard': 16};20/10/2020 19:37:14;70.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Jaccard': 16};20/10/2020 19:37:42;80.0
1.0;1.0;1.0;0.9333333333333332;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[36  4]
 [ 0 20]]";{'Cosseno': 16, 'Euclidian': 16};20/10/2020 19:38:07;10.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Euclidian': 16};20/10/2020 19:38:29;20.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Euclidian': 16};20/10/2020 19:38:52;30.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Euclidian': 16};20/10/2020 19:39:17;40.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Euclidian': 16};20/10/2020 19:39:41;50.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Euclidian': 16};20/10/2020 19:40:08;60.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Euclidian': 16};20/10/2020 19:40:36;70.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Euclidian': 16};20/10/2020 19:41:01;80.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Manhattan': 16};20/10/2020 19:41:23;10.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Manhattan': 16};20/10/2020 19:41:47;20.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Manhattan': 16};20/10/2020 19:42:11;30.0
